商品ID,賣家ID,商品名稱,品牌,存貨數量,價格,商品文案,折數,可否搭配購買,可否大量批貨購買,選項,歷史銷售量,可否分期付款,是否官方賣家帳號,是否可預購,喜愛數量,商家地點,SKU,評價數量,五星,四星,三星,二星,一星,評分
9395551102,61442996,【全館999免運】大叔嚴選~黃節瓜 1-2條/約250-300克±10%,,989,80,★每日於台北果菜批發市場新鮮採購，當日配送，確保食材的新鮮★^n^n★產品顏色可能會因網頁呈現與拍攝關係產生色差，圖片僅供參考，商品依實際供貨樣式為準。^n^n★雙北地區隔日配送，其他縣市由黑貓冷藏宅配^n^n★消費滿999免運^n^n【訂單說明】^n下單後於當天晚上18:00前匯款，隔日可配送到府，若超過18:00匯款，則順延一日配送。每周一不配送。^n^n各位親愛的朋友們，大叔在此提醒您，您所挑選的生鮮蔬果有可能會因為天災或不可抗拒因素，因而發生到貨量短缺或品質不佳，屆時大叔為確保蔬果的品質，當天將會停止供貨，您所支付的品項費用，我們將以現金裝入袋內返還於蔬菜箱內，敬請見諒。,,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",148,TRUE,FALSE,FALSE,22,新北市三重區,[''],47,47,0,0,0,0,5
5041049990,31230118,"小農溫室 小黃瓜 1斤600g $59 自產自賣,小黃瓜種植全程不使用農藥 現採小黃瓜 酸黃瓜 櫛瓜 蔬菜 可參考",,1,59,"🥒⚠️小黃瓜 這次量比較少 有需要可問問^n         ^n🥒 1斤(600g) 小黃瓜 $ 59 (約 5 ~ 6 條) 當日現採 ^n🥒 少數彎皆正常 （超商可8斤）^n🍀 另有少數 絲瓜 蘋果絲瓜 喜歡可問^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 每週三 7-11 全家  $99 免運喔 !! 2斤就免運 !^n🚚 每天 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 每天 全家$299 免運 ^n🚚 歡迎店家合作(會多送斤數)，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有 小黃瓜、絲瓜、蒲瓜、蒜頭、朝天辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤.^n^n❤️  小農聲明 絕無使用農藥  不怕被檢驗^n       (但是並沒有給機構檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不， 法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n^n----------------------------------------------------------^n溫室小黃瓜,無農藥小黃瓜,產地直送小黃瓜,現採小黃瓜,涼拌小黃瓜,醃黃瓜,非小黃瓜種子,酸黃瓜,蔭瓜,櫛瓜,節瓜,水果小黃瓜,黃瓜,小黃瓜乾,生鮮小黃瓜,生鮮絲瓜,蔬菜箱 ,生鮮蔬菜箱,脫水蔬菜,蔬菜餅乾,蒜頭",,FALSE,FALSE,"[{'name': '菜種', 'options': ['小黃瓜 $59 (600g)', '蘋果絲瓜 $50 (約500g)', '高麗菜 $60 (約900g)', '櫻桃蘿蔔$50 (5個)', '櫛瓜$45 (300g)', '四季豆$50 (200g)'], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",1994,FALSE,FALSE,TRUE,211,嘉義縣新港鄉,"['高麗菜 $60 (約900g)', '櫻桃蘿蔔$50 (5個)', '櫛瓜$45 (300g)', '四季豆$50 (200g)', '小黃瓜 $59 (600g)', '蘋果絲瓜 $50 (約500g)']",362,360,1,1,0,0,4.991712707
3993066369,31230118,"小農溫室 絲瓜 約500g，無農藥農法 無蟲洞絲瓜 自產自銷絲瓜 無農藥絲瓜 鮮甜不老的有機絲瓜，絲瓜水,絲瓜絡可參考",,1,45,"🥒 1條絲瓜 $45，不一定有 可問問^n     重約(500克左右) ^n    ^n🚚 （蝦皮每周有送免運卷 限定禮拜三使用）^n🥒 超商最多可 8 條 沒問題^n🥒 當天現採出貨^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n------------------------------------------^n#絲瓜,溫室絲瓜,生鮮蔬菜,小型蔬菜箱,無農藥絲瓜,蘋果絲瓜,長絲瓜,菜瓜布,絲瓜布,絲瓜絡,絲瓜水,菜瓜水",,FALSE,TRUE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",330,FALSE,FALSE,FALSE,35,嘉義縣新港鄉,[''],89,89,0,0,0,0,5
8179441186,31230118,"小農溫室 綠花椰菜 (預計12月2日採) 1個約430g，無農藥農法 綠花椰菜,非冷凍花椰菜,花椰菜米白花椰菜可參考",,10,60,"🍀預計12月2號採^n^n     (可寄超商)綠花椰菜需加冰塊及防水包裝^n     需額外成本 所以至少要買3個^n     可穩定常溫運送兩三天新鮮^n      比市售大顆很多，溫室的很綿密^n    ^n     強烈建議 選 全家寄送 有機會 1天到^n🍀 溫室綠花椰菜 1顆 $60 (約400~470g)^n🍀  ( 單筆花椰菜可裝 7 顆 )^n🍀 採收期為 每年12月多至2月多^n🍀 溫室種植 絕無農藥使用、無蟲^n⚠️ 全聯 賣的 僅 ""200g"" 價位約$45^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️⚠️ 拿到綠花椰菜後請泡一下水讓花蕊有濕氣^n           再用保鮮袋 立即冷藏保存 可多延長4-5天^n⚠️ “若沒到貨當日或隔日取，壞掉 無法補償”^n⚠️  """" 送貨 超過 3天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n----------------------------------------------------------^n#青花椰菜,綠花椰菜,溫室花椰菜,冷凍花椰菜,花椰菜蔬菜箱,小型蔬菜箱,紫色花椰菜,花椰菜米,花椰菜飯",,FALSE,TRUE,"[{'name': '1顆$60', 'options': ['綠花椰約430g 產期11~2月'], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",169,FALSE,FALSE,TRUE,41,嘉義縣新港鄉,['綠花椰約430g 產期11~2月'],39,39,0,0,0,0,5
13524455150,31230118,小農溫室 櫻桃蘿蔔 無農藥櫻桃蘿蔔 預計11/20日採 (非種子)，可醃蘿蔔 白蘿蔔可參考 非櫻桃蘿蔔種子,,1,10,"📍溫室無農藥農法櫻桃蘿蔔 ^n    天氣炎熱 影響品質   喜歡先+購物車 再開放^n📍1粒約25~35克，要買幾顆蘿蔔可自己決定^n📍櫻桃蘿蔔買10粒送1粒 📍(買多送多)^n^n  可削皮煮湯或者切片加沙拉都好吃喲^n""多少會有龜裂的皮， 完美者 請考慮唷""^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n----------------------------------------------------------^n蘿蔔,櫻桃蘿蔔,醃蘿蔔,醃蘿蔔,白蘿蔔,柚香蘿蔔,醃黃蘿蔔,醃製蘿蔔",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",916,FALSE,FALSE,FALSE,110,嘉義縣新港鄉,[''],44,44,0,0,0,0,5
13856592173,31230118,"小農溫室 櫛瓜 (夏南瓜) 1斤$85，無農藥農法，煎櫛瓜,夏南瓜 (非櫛瓜種子 小黃瓜)",,1,85,"※ 預計12/5連續採收^n溫室無農藥農法無毒櫛瓜^n1斤$85 ，3條約2斤超過^n煎櫛瓜恨好吃喲^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎?  不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n----------------------------------------------------------^n櫛瓜,櫛瓜種子,夏南瓜,煎櫛瓜可參考",,FALSE,TRUE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",39,FALSE,FALSE,FALSE,21,嘉義縣新港鄉,[''],8,8,0,0,0,0,5
18119428799,31230118,"小農溫室 蘋果絲瓜 約550g，無農藥農法 無蟲洞絲瓜 自產自銷絲瓜 無農藥絲瓜 鮮甜不老的絲瓜，絲瓜水,絲瓜絡可參考",,1,50,"🥒 1顆蘋果絲瓜 $50^n     口感相較一般絲瓜 更嫩^n     重約(530~650克左右) ^n    ^n🚚 （蝦皮每周有送免運卷 限定禮拜三使用）^n🥒 超商最多可 8 顆 沒問題，"" 2 顆就可以免運  ""  ^n🥒 當天現採出貨^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不， 法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期.^n------------------------------------------^n#蘋果絲瓜,絲瓜,溫室絲瓜,絲瓜,生鮮蔬菜,小型蔬菜箱,無農藥絲瓜,蘋果絲瓜,長絲瓜,菜瓜布,絲瓜布,絲瓜絡,絲瓜水,菜瓜水",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",56,FALSE,FALSE,TRUE,7,嘉義縣新港鄉,[''],15,15,0,0,0,0,5
13075657435,31230118,小農溫室 朝天椒 無農藥 辣椒 半斤$70 1斤$115，很辣的 朝天椒 辣椒,,6,95,"朝天椒 半斤 $70^n朝天椒 1斤/600g  $115 (約170條)^n目前有唷 歡迎下單^n若要算條的 少量買 可告知一下 3條$10^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、朝天椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n----------------------------------------------------------^n辣椒,朝天椒,剝皮辣椒,朝天椒罐頭",,FALSE,FALSE,"[{'name': '朝天椒', 'options': ['半斤 (300g) $70', '1斤 (600g) $115'], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",261,FALSE,FALSE,FALSE,12,嘉義縣新港鄉,"['半斤 (300g) $70', '1斤 (600g) $115']",22,22,0,0,0,0,5
17346668042,31230118,小農溫室圓瓠瓜(噗啊)無農藥無蟲洞，蒲瓜.扁蒲，外觀好看又好吃唷,,1,45,"好吃的溫室圓瓠瓜(噗啊) 每年四月開採^n重量約650~850g左右、單筆最多可6個 ^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n^n----------------------------------------------------------^n瓠瓜(噗啊)，蒲瓜.扁蒲,葫蘆",,FALSE,TRUE,"[{'name': '瓠瓜(噗啊)', 'options': ['700~800g'], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",31,FALSE,FALSE,FALSE,5,嘉義縣新港鄉,['700~800g'],10,10,0,0,0,0,5
15341082844,31230118,小農溫室 白花椰菜 約650g 1顆$60 (預計12月12)，無農藥農法 白花椰菜 非冷凍白花椰菜 花椰菜米可參考,,1,60,"預計12月12開採^n白花椰 因為頭比較硬 容易摩擦箱子 盡量會墊棉紙^n會有稍微摩擦和梗的部分稍黑都是正常現象唷^n^n🍀 溫室白花椰菜 1顆 $60 (約650~800g)^n🍀  ( 單筆可裝 6 顆 )^n🍀 花椰菜採收期為 每年12月多至3月多^n🍀 溫室種植 絕無農藥使用、無蟲^n🍀 由於 會留一段骨頭保持水分，故那個位置^n      會稍微黑黑都正常 骨頭也沒人在吃 拿到後請先切掉^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n----------------------------------------------------------^n#白花椰菜,綠花椰菜,溫室花椰菜,冷凍花椰菜,花椰菜蔬菜箱,小型蔬菜箱,紫色花椰菜,花椰菜米,花椰菜飯",,FALSE,FALSE,"[{'name': '1顆$60', 'options': ['白花椰 約650g(12月中'], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",31,FALSE,FALSE,FALSE,19,嘉義縣新港鄉,['白花椰 約650g(12月中'],4,4,0,0,0,0,5
15340441957,31230118,小農溫室 栗子南瓜 (預計1月中) 約1斤 $65 以顆計價，無農藥種植(小黑栗子南瓜)，好吃的栗子南瓜 南瓜 南瓜籽,,1,65,"溫室栗子南瓜 - 鬆鬆綿密不同於木瓜型南瓜^n已種植，明年1月中~4月開採唷^n(品種:小黑 栗子南瓜)^n^n🚚 （蝦皮每周有送免運卷 限定禮拜三使用）^n         超商最多可 6 顆 沒問題 (以重量為主)^n        超過重量 分開下單即可^n ^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 栗子南瓜 常溫存放即可，放10~15天食用 風味更佳^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n------------------------------------------^n南瓜,栗子南瓜,風味佳栗子南瓜,南瓜籽,南瓜種子",,FALSE,FALSE,"[{'name': '栗子南瓜(依照重量區分價位)', 'options': ['約500~600g (單顆)'], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",71,FALSE,FALSE,FALSE,24,嘉義縣新港鄉,['約500~600g (單顆)'],26,24,1,0,1,0,4.846153846
14246766769,31230118,小農溫室 四季豆 敏豆 200g 無農藥農法 好吃的四季豆 敏豆 菜豆,,1,50,"溫室小農四季豆，無農藥^n一份200g,約20~25條，只要 $50^n預計11月中開採 ^n^n🚚 ⚠️需到貨當日或隔日領 確保新鮮^n      7-11兩天送到，全家有時1天到^n🚚 滿$150，7-11 全家 每天運費$20 可聊聊^n🚚 滿$ 99，萊爾富 每天運費$20 ($199每天免運)^n🚚 每天 全家$299免運  週三7-11 全家$99免運^n🚚 歡迎店家合作，可郵寄1天到^n^n⚠️ 可常溫寄送 2-3 天，取完請保鮮袋 冷藏保存^n⚠️ 若沒到貨當日或隔日取，壞掉 無法補償^n⚠️  """" 送貨 超過 4天 若有壞掉會補償 """"^n⚠️  即期品不提供七天鑑賞期^n^n📌 整季有小黃瓜、絲瓜、蒲瓜、蒜頭、辣椒^n      冬季有綠花椰菜、高麗菜、櫻桃蘿蔔、櫛瓜、栗子南瓜、洋蔥 、四季豆^n📌 皆可採預訂，培養固定常客^n      喜歡吃什都可建議我種植，歡迎追蹤^n^n❤️  小農聲明 絕無使用農藥(但是並沒有檢驗證明、不誤導消費者!)  ❤️ ^n❤️  (小農只有產銷履歷空心菜 檢驗合格) ❤️ ^n❤️  有人問是有機嗎? 不，法規規定 要有證明才能提到這兩個字^n       每個蔬菜 一個驗證 動輒上萬， 小農 十個蔬菜以上  一年費用十萬以上^n       ""真正的小農""負擔不起，到後來還是昂貴的價位而已!^n^n此商品屬 「例外商品類別」，不適用7天鑑賞期法規。^n「例外商品類別」如下：^n易於腐敗、保存期限較短或解約時即將逾期^n----------------------------------------------------------^n四季豆,敏豆,菜豆,毛豆",,FALSE,FALSE,"[{'name': '', 'options': [''], 'images': None, 'properties': None, 'type': 0, 'summed_stocks': None}]",9,FALSE,FALSE,FALSE,7,嘉義縣新港鄉,[''],5,5,0,0,0,0,5
