label,price
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,100
14,100
15,100
16,100
17,100
18,100
19,100
20,100
21,100
22,100
23,100
24,100
25,100
26,100
27,100
28,100
29,100
30,100
31,100
32,100
33,100
34,100
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,35
52,35
53,35
54,35
55,35
56,35
57,35
58,35
59,35
60,35
61,35
62,35
63,35
64,35
65,35
66,35
67,35
68,35
69,35
70,35
71,35
72,35
73,35
74,35
75,35
76,35
77,35
78,35
79,35
80,35
81,35
82,35
83,35
84,35
85,35
86,35
87,35
88,35
89,35
90,35
91,35
92,35
93,35
94,35
95,35
96,35
97,35
98,35
99,35
100,35
101,250
102,250
103,250
104,250
105,250
106,250
107,250
108,250
109,250
110,250
111,250
112,250
113,250
114,250
115,250
116,250
117,250
118,250
119,250
120,250
121,250
122,250
123,250
124,250
125,250
126,250
127,250
128,250
129,250
130,250
131,250
132,250
133,250
134,250
135,250
136,250
137,250
138,250
139,250
140,250
141,250
142,250
143,250
144,250
145,250
146,250
147,250
148,250
149,250
150,250
151,24
152,24
153,24
154,24
155,24
156,24
157,24
158,24
159,24
160,24
161,24
162,24
163,24
164,24
165,24
166,24
167,24
168,24
169,24
170,24
171,24
172,24
173,24
174,24
175,24
176,24
177,24
178,24
179,24
180,24
181,24
182,24
183,24
184,24
185,24
186,24
187,24
188,24
189,24
190,24
191,24
192,24
193,24
194,24
195,24
196,24
197,24
198,24
199,24
200,24
201,320
202,320
203,320
204,320
205,320
206,320
207,320
208,320
209,320
210,320
211,320
212,320
213,320
214,320
215,320
216,320
217,320
218,320
219,320
220,320
221,320
222,320
223,320
224,320
225,320
226,320
227,320
228,320
229,320
230,320
231,320
232,320
233,320
234,320
235,320
236,320
237,320
238,320
239,320
240,320
241,320
242,320
243,320
244,320
245,320
246,320
247,320
248,320
249,320
250,320
251,18
252,18
253,18
254,18
255,18
256,18
257,18
258,18
259,18
260,18
261,18
262,18
263,18
264,18
265,18
266,18
267,18
268,18
269,18
270,18
271,18
272,18
273,18
274,18
275,18
276,18
277,18
278,18
279,18
280,18
281,18
282,18
283,18
284,18
285,18
286,18
287,18
288,18
289,18
290,18
291,18
292,18
293,18
294,18
295,18
296,18
297,18
298,18
299,18
300,18
301,40
302,40
303,40
304,40
305,40
306,40
307,40
308,40
309,40
310,40
311,40
312,40
313,40
314,40
315,40
316,40
317,40
318,40
319,40
320,40
321,40
322,40
323,40
324,40
325,40
326,40
327,40
328,40
329,40
330,40
331,40
332,40
333,40
334,40
335,40
336,40
337,40
338,40
339,40
340,40
341,40
342,40
343,40
344,40
345,40
346,40
347,40
348,40
349,40
350,40
351,36
352,36
353,36
354,36
355,36
356,36
357,36
358,36
359,36
360,36
361,36
362,36
363,36
364,36
365,36
366,36
367,36
368,36
369,36
370,36
371,36
372,36
373,36
374,36
375,36
376,36
377,36
378,36
379,36
380,36
381,36
382,36
383,36
384,36
385,36
386,36
387,36
388,36
389,36
390,36
391,36
392,36
393,36
394,36
395,36
396,36
397,36
398,36
399,36
400,36
401,30
402,30
403,30
404,30
405,30
406,30
407,30
408,30
409,30
410,30
411,30
412,30
413,30
414,30
415,30
416,30
417,30
418,30
419,30
420,30
421,30
422,30
423,30
424,30
425,30
426,30
427,30
428,30
429,30
430,30
431,30
432,30
433,30
434,30
435,30
436,30
437,30
438,30
439,30
440,30
441,30
442,30
443,30
444,30
445,30
446,30
447,30
448,30
449,30
450,30
451,13
452,13
453,13
454,13
455,13
456,13
457,13
458,13
459,13
460,13
461,13
462,13
463,13
464,13
465,13
466,13
467,13
468,13
469,13
470,13
471,13
472,13
473,13
474,13
475,13
476,13
477,13
478,13
479,13
480,13
481,13
482,13
483,13
484,13
485,13
486,13
487,13
488,13
489,13
490,13
491,13
492,13
493,13
494,13
495,13
496,13
497,13
498,13
499,13
500,13
501,13
502,13
503,13
504,13
505,13
506,13
507,13
508,13
509,13
510,13
511,13
512,13
513,13
514,13
515,13
516,13
517,13
518,13
519,13
520,13
521,13
522,13
523,13
524,13
525,13
526,13
527,13
528,13
529,13
530,13
531,13
532,13
533,13
534,13
535,13
536,13
537,13
538,13
539,13
540,13
541,13
542,13
543,13
544,13
545,13
546,13
547,13
548,13
549,13
550,13
551,59
552,59
553,59
554,59
555,59
556,59
557,59
558,59
559,59
560,59
561,59
562,59
563,59
564,59
565,59
566,59
567,59
568,59
569,59
570,59
571,59
572,59
573,59
574,59
575,59
576,59
577,59
578,59
579,59
580,59
581,59
582,59
583,59
584,59
585,59
586,59
587,59
588,59
589,59
590,59
591,59
592,59
593,59
594,59
595,59
596,59
597,59
598,59
599,59
600,59
601,36
602,36
603,36
604,36
605,36
606,36
607,36
608,36
609,36
610,36
611,36
612,36
613,36
614,36
615,36
616,36
617,36
618,36
619,36
620,36
621,36
622,36
623,36
624,36
625,36
626,36
627,36
628,36
629,36
630,36
631,36
632,36
633,36
634,36
635,36
636,36
637,36
638,36
639,36
640,36
641,36
642,36
643,36
644,36
645,36
646,36
647,36
648,36
649,36
650,36
651,20
652,20
653,20
654,20
655,20
656,20
657,20
658,20
659,20
660,20
661,20
662,20
663,20
664,20
665,20
666,20
667,20
668,20
669,20
670,20
671,20
672,20
673,20
674,20
675,20
676,20
677,20
678,20
679,20
680,20
681,20
682,20
683,20
684,20
685,20
686,20
687,20
688,20
689,20
690,20
691,20
692,20
693,20
694,20
695,20
696,20
697,20
698,20
699,20
700,20
701,33
702,33
703,33
704,33
705,33
706,33
707,33
708,33
709,33
710,33
711,33
712,33
713,33
714,33
715,33
716,33
717,33
718,33
719,33
720,33
721,33
722,33
723,33
724,33
725,33
726,33
727,33
728,33
729,33
730,33
731,33
732,33
733,33
734,33
735,33
736,33
737,33
738,33
739,33
740,33
741,33
742,33
743,33
744,33
745,33
746,33
747,33
748,33
749,33
750,33
751,24
752,24
753,24
754,24
755,24
756,24
757,24
758,24
759,24
760,24
761,24
762,24
763,24
764,24
765,24
766,24
767,24
768,24
769,24
770,24
771,24
772,24
773,24
774,24
775,24
776,24
777,24
778,24
779,24
780,24
781,24
782,24
783,24
784,24
785,24
786,24
787,24
788,24
789,24
790,24
791,24
792,24
793,24
794,24
795,24
796,24
797,24
798,24
799,24
800,24
801,40
802,40
803,40
804,40
805,40
806,40
807,40
808,40
809,40
810,40
811,40
812,40
813,40
814,40
815,40
816,40
817,40
818,40
819,40
820,40
821,40
822,40
823,40
824,40
825,40
826,40
827,40
828,40
829,40
830,40
831,40
832,40
833,40
834,40
835,40
836,40
837,40
838,40
839,40
840,40
841,40
842,40
843,40
844,40
845,40
846,40
847,40
848,40
849,40
850,40
851,350
852,350
853,350
854,350
855,350
856,350
857,350
858,350
859,350
860,350
861,350
862,350
863,350
864,350
865,350
866,350
867,350
868,350
869,350
870,350
871,350
872,350
873,350
874,350
875,350
876,350
877,350
878,350
879,350
880,350
881,350
882,350
883,350
884,350
885,350
886,350
887,350
888,350
889,350
890,350
891,350
892,350
893,350
894,350
895,350
896,350
897,350
898,350
899,350
900,350
901,20
902,20
903,20
904,20
905,20
906,20
907,20
908,20
909,20
910,20
911,20
912,20
913,20
914,20
915,20
916,20
917,20
918,20
919,20
920,20
921,20
922,20
923,20
924,20
925,20
926,20
927,20
928,20
929,20
930,20
931,20
932,20
933,20
934,20
935,20
936,20
937,20
938,20
939,20
940,20
941,20
942,20
943,20
944,20
945,20
946,20
947,20
948,20
949,20
950,20
951,320
952,320
953,320
954,320
955,320
956,320
957,320
958,320
959,320
960,320
961,320
962,320
963,320
964,320
965,320
966,320
967,320
968,320
969,320
970,320
971,320
972,320
973,320
974,320
975,320
976,320
977,320
978,320
979,320
980,320
981,320
982,320
983,320
984,320
985,320
986,320
987,320
988,320
989,320
990,320
991,320
992,320
993,320
994,320
995,320
996,320
997,320
998,320
999,320
1000,320
1001,35
1002,35
1003,35
1004,35
1005,35
1006,35
1007,35
1008,35
1009,35
1010,35
1011,35
1012,35
1013,35
1014,35
1015,35
1016,35
1017,35
1018,35
1019,35
1020,35
1021,35
1022,35
1023,35
1024,35
1025,35
1026,35
1027,35
1028,35
1029,35
1030,35
1031,35
1032,35
1033,35
1034,35
1035,35
1036,35
1037,35
1038,35
1039,35
1040,35
1041,35
1042,35
1043,35
1044,35
1045,35
1046,35
1047,35
1048,35
1049,35
1050,35
1051,34
1052,34
1053,34
1054,34
1055,34
1056,34
1057,34
1058,34
1059,34
1060,34
1061,34
1062,34
1063,34
1064,34
1065,34
1066,34
1067,34
1068,34
1069,34
1070,34
1071,34
1072,34
1073,34
1074,34
1075,34
1076,34
1077,34
1078,34
1079,34
1080,34
1081,34
1082,34
1083,34
1084,34
1085,34
1086,34
1087,34
1088,34
1089,34
1090,34
1091,34
1092,34
1093,34
1094,34
1095,34
1096,34
1097,34
1098,34
1099,34
1100,34
1101,25
1102,25
1103,25
1104,25
1105,25
1106,25
1107,25
1108,25
1109,25
1110,25
1111,25
1112,25
1113,25
1114,25
1115,25
1116,25
1117,25
1118,25
1119,25
1120,25
1121,25
1122,25
1123,25
1124,25
1125,25
1126,25
1127,25
1128,25
1129,25
1130,25
1131,25
1132,25
1133,25
1134,25
1135,25
1136,25
1137,25
1138,25
1139,25
1140,25
1141,25
1142,25
1143,25
1144,25
1145,25
1146,25
1147,25
1148,25
1149,25
1150,25
1151,30
1152,30
1153,30
1154,30
1155,30
1156,30
1157,30
1158,30
1159,30
1160,30
1161,30
1162,30
1163,30
1164,30
1165,30
1166,30
1167,30
1168,30
1169,30
1170,30
1171,30
1172,30
1173,30
1174,30
1175,30
1176,30
1177,30
1178,30
1179,30
1180,30
1181,30
1182,30
1183,30
1184,30
1185,30
1186,30
1187,30
1188,30
1189,30
1190,30
1191,30
1192,30
1193,30
1194,30
1195,30
1196,30
1197,30
1198,30
1199,30
1200,30
1201,500
1202,500
1203,500
1204,500
1205,500
1206,500
1207,500
1208,500
1209,500
1210,500
1211,500
1212,500
1213,500
1214,500
1215,500
1216,500
1217,500
1218,500
1219,500
1220,500
1221,500
1222,500
1223,500
1224,500
1225,500
1226,500
1227,500
1228,500
1229,500
1230,500
1231,500
1232,500
1233,500
1234,500
1235,500
1236,500
1237,500
1238,500
1239,500
1240,500
1241,500
1242,500
1243,500
1244,500
1245,500
1246,500
1247,500
1248,500
1249,500
1250,500
1251,100
1252,100
1253,100
1254,100
1255,100
1256,100
1257,100
1258,100
1259,100
1260,100
1261,100
1262,100
1263,100
1264,100
1265,100
1266,100
1267,100
1268,100
1269,100
1270,100
1271,100
1272,100
1273,100
1274,100
1275,100
1276,100
1277,100
1278,100
1279,100
1280,100
1281,100
1282,100
1283,100
1284,100
1285,100
1286,100
1287,100
1288,100
1289,100
1290,100
1291,100
1292,100
1293,100
1294,100
1295,100
1296,100
1297,100
1298,100
1299,100
1300,100
1301,38
1302,38
1303,38
1304,38
1305,38
1306,38
1307,38
1308,38
1309,38
1310,38
1311,38
1312,38
1313,38
1314,38
1315,38
1316,38
1317,38
1318,38
1319,38
1320,38
1321,38
1322,38
1323,38
1324,38
1325,38
1326,38
1327,38
1328,38
1329,38
1330,38
1331,38
1332,38
1333,38
1334,38
1335,38
1336,38
1337,38
1338,38
1339,38
1340,38
1341,38
1342,38
1343,38
1344,38
1345,38
1346,38
1347,38
1348,38
1349,38
1350,38
1351,450
1352,450
1353,450
1354,450
1355,450
1356,450
1357,450
1358,450
1359,450
1360,450
1361,450
1362,450
1363,450
1364,450
1365,450
1366,450
1367,450
1368,450
1369,450
1370,450
1371,450
1372,450
1373,450
1374,450
1375,450
1376,450
1377,450
1378,450
1379,450
1380,450
1381,450
1382,450
1383,450
1384,450
1385,450
1386,450
1387,450
1388,450
1389,450
1390,450
1391,450
1392,450
1393,450
1394,450
1395,450
1396,450
1397,450
1398,450
1399,450
1400,450
1401,520
1402,520
1403,520
1404,520
1405,520
1406,520
1407,520
1408,520
1409,520
1410,520
1411,520
1412,520
1413,520
1414,520
1415,520
1416,520
1417,520
1418,520
1419,520
1420,520
1421,520
1422,520
1423,520
1424,520
1425,520
1426,520
1427,520
1428,520
1429,520
1430,520
1431,520
1432,520
1433,520
1434,520
1435,520
1436,520
1437,520
1438,520
1439,520
1440,520
1441,520
1442,520
1443,520
1444,520
1445,520
1446,520
1447,520
1448,520
1449,520
1450,520
1451,370
1452,370
1453,370
1454,370
1455,370
1456,370
1457,370
1458,370
1459,370
1460,370
1461,370
1462,370
1463,370
1464,370
1465,370
1466,370
1467,370
1468,370
1469,370
1470,370
1471,370
1472,370
1473,370
1474,370
1475,370
1476,370
1477,370
1478,370
1479,370
1480,370
1481,370
1482,370
1483,370
1484,370
1485,370
1486,370
1487,370
1488,370
1489,370
1490,370
1491,370
1492,370
1493,370
1494,370
1495,370
1496,370
1497,370
1498,370
1499,370
1500,370
1501,550
1502,550
1503,550
1504,550
1505,550
1506,550
1507,550
1508,550
1509,550
1510,550
1511,550
1512,550
1513,550
1514,550
1515,550
1516,550
1517,550
1518,550
1519,550
1520,550
1521,550
1522,550
1523,550
1524,550
1525,550
1526,550
1527,550
1528,550
1529,550
1530,550
1531,550
1532,550
1533,550
1534,550
1535,550
1536,550
1537,550
1538,550
1539,550
1540,550
1541,550
1542,550
1543,550
1544,550
1545,550
1546,550
1547,550
1548,550
1549,550
1550,550
1551,400
1552,400
1553,400
1554,400
1555,400
1556,400
1557,400
1558,400
1559,400
1560,400
1561,400
1562,400
1563,400
1564,400
1565,400
1566,400
1567,400
1568,400
1569,400
1570,400
1571,400
1572,400
1573,400
1574,400
1575,400
1576,400
1577,400
1578,400
1579,400
1580,400
1581,400
1582,400
1583,400
1584,400
1585,400
1586,400
1587,400
1588,400
